
                                  2014

Business_id            | Month |  Actual |  Predicted |  Error %
y4Qyf4PPSOHdQFTr3Zi_KA  |  Mar  |  3.917  |  3.833     |  2.1
y4Qyf4PPSOHdQFTr3Zi_KA  |  Feb  |  4.000  |  3.714     |  7.1
y4Qyf4PPSOHdQFTr3Zi_KA  |  Aug  |  3.304  |  3.565     |  7.9
y4Qyf4PPSOHdQFTr3Zi_KA  |  Sep  |  2.444  |  2.111     |  13.6
y4Qyf4PPSOHdQFTr3Zi_KA  |  Apr  |  3.500  |  3.417     |  2.4
y4Qyf4PPSOHdQFTr3Zi_KA  |  Jun  |  3.828  |  3.357     |  12.3
y4Qyf4PPSOHdQFTr3Zi_KA  |  Jul  |  3.526  |  3.316     |  6.0
y4Qyf4PPSOHdQFTr3Zi_KA  |  Jan  |  4.231  |  4.077     |  3.6
y4Qyf4PPSOHdQFTr3Zi_KA  |  May  |  3.706  |  3.529     |  4.8
y4Qyf4PPSOHdQFTr3Zi_KA  |  Nov  |  2.636  |  2.818     |  6.9
y4Qyf4PPSOHdQFTr3Zi_KA  |  Dec  |  3.133  |  3.000     |  4.3
y4Qyf4PPSOHdQFTr3Zi_KA  |  Oct  |  3.000  |  2.895     |  3.5
OoeTGTkxvSZqqicZ8ljJjw  |  Mar  |  2.562  |  2.375     |  7.3
OoeTGTkxvSZqqicZ8ljJjw  |  Feb  |  2.867  |  3.367     |  17.4
OoeTGTkxvSZqqicZ8ljJjw  |  Aug  |  2.652  |  2.667     |  0.5
OoeTGTkxvSZqqicZ8ljJjw  |  Sep  |  2.679  |  3.500     |  30.7
OoeTGTkxvSZqqicZ8ljJjw  |  Apr  |  3.040  |  3.360     |  10.5
OoeTGTkxvSZqqicZ8ljJjw  |  Jun  |  2.531  |  2.694     |  6.5
OoeTGTkxvSZqqicZ8ljJjw  |  Jul  |  2.406  |  2.656     |  10.4
OoeTGTkxvSZqqicZ8ljJjw  |  Jan  |  2.679  |  2.857     |  6.7
OoeTGTkxvSZqqicZ8ljJjw  |  May  |  3.031  |  3.219     |  6.2
OoeTGTkxvSZqqicZ8ljJjw  |  Nov  |  2.200  |  2.800     |  27.3
OoeTGTkxvSZqqicZ8ljJjw  |  Dec  |  2.059  |  2.412     |  17.1
OoeTGTkxvSZqqicZ8ljJjw  |  Oct  |  3.138  |  3.586     |  14.3
eLPld7Q17XxlclFGzZQX5g  |  Mar  |  4.050  |  3.850     |  4.9
eLPld7Q17XxlclFGzZQX5g  |  Feb  |  3.467  |  4.133     |  19.2
eLPld7Q17XxlclFGzZQX5g  |  Aug  |  4.160  |  3.840     |  7.7
eLPld7Q17XxlclFGzZQX5g  |  Sep  |  3.600  |  3.550     |  1.4
eLPld7Q17XxlclFGzZQX5g  |  Apr  |  4.000  |  3.917     |  2.1
eLPld7Q17XxlclFGzZQX5g  |  Jun  |  4.115  |  3.538     |  14.0
eLPld7Q17XxlclFGzZQX5g  |  Jul  |  3.350  |  3.100     |  7.5
eLPld7Q17XxlclFGzZQX5g  |  Jan  |  4.294  |  3.529     |  17.8
eLPld7Q17XxlclFGzZQX5g  |  May  |  3.792  |  3.417     |  9.9
eLPld7Q17XxlclFGzZQX5g  |  Nov  |  4.087  |  3.652     |  10.6
eLPld7Q17XxlclFGzZQX5g  |  Dec  |  3.938  |  3.562     |  9.5
eLPld7Q17XxlclFGzZQX5g  |  Oct  |  4.103  |  3.655     |  10.9
uKSX1n1RoAzGq4bV8GPHVg  |  Mar  |  3.941  |  3.625     |  8.0
uKSX1n1RoAzGq4bV8GPHVg  |  Feb  |  3.500  |  3.333     |  4.8
uKSX1n1RoAzGq4bV8GPHVg  |  Aug  |  4.278  |  3.611     |  15.6
uKSX1n1RoAzGq4bV8GPHVg  |  Sep  |  4.062  |  4.125     |  1.5
uKSX1n1RoAzGq4bV8GPHVg  |  Apr  |  3.938  |  3.625     |  7.9
uKSX1n1RoAzGq4bV8GPHVg  |  Jun  |  4.000  |  3.214     |  19.6
uKSX1n1RoAzGq4bV8GPHVg  |  Jul  |  3.727  |  3.909     |  4.9
uKSX1n1RoAzGq4bV8GPHVg  |  Jan  |  3.810  |  3.476     |  8.8
uKSX1n1RoAzGq4bV8GPHVg  |  May  |  3.800  |  3.400     |  10.5
uKSX1n1RoAzGq4bV8GPHVg  |  Nov  |  4.125  |  4.000     |  3.0
uKSX1n1RoAzGq4bV8GPHVg  |  Dec  |  4.143  |  4.429     |  6.9
uKSX1n1RoAzGq4bV8GPHVg  |  Oct  |  4.500  |  3.643     |  19.0
cMvN1j-LK64zqmT4vnl8NA  |  Mar  |  3.636  |  3.455     |  5.0
cMvN1j-LK64zqmT4vnl8NA  |  Feb  |  3.789  |  3.579     |  5.6
cMvN1j-LK64zqmT4vnl8NA  |  Aug  |  2.947  |  2.737     |  7.1
cMvN1j-LK64zqmT4vnl8NA  |  Sep  |  3.364  |  2.545     |  24.3
cMvN1j-LK64zqmT4vnl8NA  |  Apr  |  3.294  |  3.647     |  10.7
cMvN1j-LK64zqmT4vnl8NA  |  Jun  |  3.389  |  3.529     |  4.1
cMvN1j-LK64zqmT4vnl8NA  |  Jul  |  2.571  |  2.800     |  8.9
cMvN1j-LK64zqmT4vnl8NA  |  Jan  |  2.933  |  3.267     |  11.4
cMvN1j-LK64zqmT4vnl8NA  |  May  |  3.556  |  3.444     |  3.1
cMvN1j-LK64zqmT4vnl8NA  |  Nov  |  3.500  |  3.600     |  2.9
cMvN1j-LK64zqmT4vnl8NA  |  Dec  |  2.955  |  2.773     |  6.2
cMvN1j-LK64zqmT4vnl8NA  |  Oct  |  3.632  |  3.368     |  7.2
eRRyfI6QVvSviirRF8UGzQ  |  Mar  |  3.400  |  3.200     |  5.9
eRRyfI6QVvSviirRF8UGzQ  |  Feb  |  4.375  |  3.714     |  15.1
eRRyfI6QVvSviirRF8UGzQ  |  Aug  |  2.905  |  3.143     |  8.2
eRRyfI6QVvSviirRF8UGzQ  |  Sep  |  4.167  |  3.750     |  10.0
eRRyfI6QVvSviirRF8UGzQ  |  Apr  |  3.750  |  3.500     |  6.7
eRRyfI6QVvSviirRF8UGzQ  |  Jun  |  3.909  |  3.818     |  2.3
eRRyfI6QVvSviirRF8UGzQ  |  Jul  |  4.235  |  3.882     |  8.3
eRRyfI6QVvSviirRF8UGzQ  |  Jan  |  3.789  |  3.684     |  2.8
eRRyfI6QVvSviirRF8UGzQ  |  May  |  3.556  |  3.667     |  3.1
eRRyfI6QVvSviirRF8UGzQ  |  Nov  |  4.000  |  3.250     |  18.8
eRRyfI6QVvSviirRF8UGzQ  |  Dec  |  4.444  |  3.222     |  27.5
eRRyfI6QVvSviirRF8UGzQ  |  Oct  |  4.273  |  4.182     |  2.1
MuIXnv7Oq7X3-4aEsp9dDA  |  Mar  |  4.000  |  3.724     |  6.9
MuIXnv7Oq7X3-4aEsp9dDA  |  Feb  |  4.474  |  4.263     |  4.7
MuIXnv7Oq7X3-4aEsp9dDA  |  Aug  |  4.632  |  4.053     |  12.5
MuIXnv7Oq7X3-4aEsp9dDA  |  Sep  |  4.667  |  3.867     |  17.1
MuIXnv7Oq7X3-4aEsp9dDA  |  Apr  |  4.143  |  3.619     |  12.6
MuIXnv7Oq7X3-4aEsp9dDA  |  Jun  |  4.529  |  3.941     |  13.0
MuIXnv7Oq7X3-4aEsp9dDA  |  Jul  |  4.381  |  4.429     |  1.1
MuIXnv7Oq7X3-4aEsp9dDA  |  Jan  |  4.320  |  3.800     |  12.0
MuIXnv7Oq7X3-4aEsp9dDA  |  May  |  4.296  |  3.370     |  21.6
MuIXnv7Oq7X3-4aEsp9dDA  |  Nov  |  4.550  |  4.350     |  4.4
MuIXnv7Oq7X3-4aEsp9dDA  |  Dec  |  4.696  |  4.522     |  3.7
MuIXnv7Oq7X3-4aEsp9dDA  |  Oct  |  4.200  |  3.750     |  10.7
QbmcCE_cLq4WO8ZMKImaLw  |  Mar  |  3.636  |  3.473     |  4.5
QbmcCE_cLq4WO8ZMKImaLw  |  Feb  |  4.034  |  3.276     |  18.8
QbmcCE_cLq4WO8ZMKImaLw  |  Aug  |  4.000  |  3.145     |  21.4
QbmcCE_cLq4WO8ZMKImaLw  |  Sep  |  3.898  |  3.571     |  8.4
QbmcCE_cLq4WO8ZMKImaLw  |  Apr  |  3.558  |  3.365     |  5.4
QbmcCE_cLq4WO8ZMKImaLw  |  Jun  |  3.897  |  3.701     |  5.0
QbmcCE_cLq4WO8ZMKImaLw  |  Jul  |  3.881  |  3.364     |  13.3
QbmcCE_cLq4WO8ZMKImaLw  |  Jan  |  3.898  |  3.286     |  15.7
QbmcCE_cLq4WO8ZMKImaLw  |  May  |  3.692  |  3.481     |  5.7
QbmcCE_cLq4WO8ZMKImaLw  |  Nov  |  3.980  |  3.633     |  8.7
QbmcCE_cLq4WO8ZMKImaLw  |  Dec  |  3.931  |  3.667     |  6.7
QbmcCE_cLq4WO8ZMKImaLw  |  Oct  |  3.864  |  3.763     |  2.6
-7yF42k0CcJhtPw51oaOqQ  |  Mar  |  3.652  |  2.870     |  21.4
-7yF42k0CcJhtPw51oaOqQ  |  Feb  |  4.294  |  4.176     |  2.7
-7yF42k0CcJhtPw51oaOqQ  |  Aug  |  4.176  |  3.971     |  4.9
-7yF42k0CcJhtPw51oaOqQ  |  Sep  |  3.121  |  3.062     |  1.9
-7yF42k0CcJhtPw51oaOqQ  |  Apr  |  3.591  |  2.955     |  17.7
-7yF42k0CcJhtPw51oaOqQ  |  Jun  |  3.286  |  2.667     |  18.8
-7yF42k0CcJhtPw51oaOqQ  |  Jul  |  3.722  |  3.639     |  2.2
-7yF42k0CcJhtPw51oaOqQ  |  Jan  |  3.125  |  2.917     |  6.7
-7yF42k0CcJhtPw51oaOqQ  |  May  |  3.737  |  3.389     |  9.3
-7yF42k0CcJhtPw51oaOqQ  |  Nov  |  3.960  |  3.640     |  8.1
-7yF42k0CcJhtPw51oaOqQ  |  Dec  |  3.333  |  3.250     |  2.5
-7yF42k0CcJhtPw51oaOqQ  |  Oct  |  3.708  |  3.417     |  7.9
V1nEpIRmEa1768oj_tuxeQ  |  Mar  |  4.111  |  3.846     |  6.4
V1nEpIRmEa1768oj_tuxeQ  |  Feb  |  4.655  |  4.414     |  5.2
V1nEpIRmEa1768oj_tuxeQ  |  Aug  |  3.944  |  3.444     |  12.7
V1nEpIRmEa1768oj_tuxeQ  |  Sep  |  4.087  |  3.391     |  17.0
V1nEpIRmEa1768oj_tuxeQ  |  Apr  |  4.379  |  3.793     |  13.4
V1nEpIRmEa1768oj_tuxeQ  |  Jun  |  4.211  |  4.105     |  2.5
V1nEpIRmEa1768oj_tuxeQ  |  Jul  |  4.500  |  4.100     |  8.9
V1nEpIRmEa1768oj_tuxeQ  |  Jan  |  4.136  |  3.682     |  11.0
V1nEpIRmEa1768oj_tuxeQ  |  May  |  4.200  |  3.840     |  8.6
V1nEpIRmEa1768oj_tuxeQ  |  Nov  |  4.250  |  3.750     |  11.8
V1nEpIRmEa1768oj_tuxeQ  |  Dec  |  4.303  |  4.469     |  3.9
V1nEpIRmEa1768oj_tuxeQ  |  Oct  |  3.889  |  3.778     |  2.9
6LM_Klmp3hOP0JmsMCKRqQ  |  Mar  |  3.049  |  2.902     |  4.8
6LM_Klmp3hOP0JmsMCKRqQ  |  Feb  |  2.857  |  3.114     |  9.0
6LM_Klmp3hOP0JmsMCKRqQ  |  Aug  |  3.048  |  2.786     |  8.6
6LM_Klmp3hOP0JmsMCKRqQ  |  Sep  |  2.667  |  3.067     |  15.0
6LM_Klmp3hOP0JmsMCKRqQ  |  Apr  |  2.643  |  2.833     |  7.2
6LM_Klmp3hOP0JmsMCKRqQ  |  Jun  |  2.925  |  2.850     |  2.6
6LM_Klmp3hOP0JmsMCKRqQ  |  Jul  |  2.933  |  3.022     |  3.0
6LM_Klmp3hOP0JmsMCKRqQ  |  Jan  |  2.643  |  2.630     |  0.5
6LM_Klmp3hOP0JmsMCKRqQ  |  May  |  2.882  |  2.882     |  0.0
6LM_Klmp3hOP0JmsMCKRqQ  |  Nov  |  2.917  |  2.917     |  0.0
6LM_Klmp3hOP0JmsMCKRqQ  |  Dec  |  2.692  |  3.054     |  13.4
6LM_Klmp3hOP0JmsMCKRqQ  |  Oct  |  3.158  |  3.132     |  0.8
NsnZ5GhagXBKrCOelxVQxw  |  Mar  |  4.091  |  3.545     |  13.3
NsnZ5GhagXBKrCOelxVQxw  |  Feb  |  4.077  |  4.385     |  7.5
NsnZ5GhagXBKrCOelxVQxw  |  Aug  |  4.050  |  3.900     |  3.7
NsnZ5GhagXBKrCOelxVQxw  |  Sep  |  4.050  |  4.053     |  0.1
NsnZ5GhagXBKrCOelxVQxw  |  Apr  |  4.156  |  3.871     |  6.9
NsnZ5GhagXBKrCOelxVQxw  |  Jun  |  4.125  |  3.375     |  18.2
NsnZ5GhagXBKrCOelxVQxw  |  Jul  |  4.355  |  4.000     |  8.1
NsnZ5GhagXBKrCOelxVQxw  |  Jan  |  4.000  |  3.750     |  6.2
NsnZ5GhagXBKrCOelxVQxw  |  May  |  3.773  |  3.682     |  2.4
NsnZ5GhagXBKrCOelxVQxw  |  Nov  |  4.100  |  3.650     |  11.0
NsnZ5GhagXBKrCOelxVQxw  |  Dec  |  3.677  |  3.548     |  3.5
NsnZ5GhagXBKrCOelxVQxw  |  Oct  |  4.409  |  4.136     |  6.2
3MmHmJXr8Ltk_Z5EGE4KUw  |  Mar  |  3.625  |  3.250     |  10.3
3MmHmJXr8Ltk_Z5EGE4KUw  |  Feb  |  3.625  |  3.500     |  3.4
3MmHmJXr8Ltk_Z5EGE4KUw  |  Aug  |  4.000  |  3.250     |  18.8
3MmHmJXr8Ltk_Z5EGE4KUw  |  Sep  |  3.882  |  3.688     |  5.0
3MmHmJXr8Ltk_Z5EGE4KUw  |  Apr  |  3.385  |  3.167     |  6.4
3MmHmJXr8Ltk_Z5EGE4KUw  |  Jun  |  4.125  |  3.750     |  9.1
3MmHmJXr8Ltk_Z5EGE4KUw  |  Jul  |  3.611  |  3.353     |  7.1
3MmHmJXr8Ltk_Z5EGE4KUw  |  Jan  |  3.550  |  3.900     |  9.9
3MmHmJXr8Ltk_Z5EGE4KUw  |  May  |  3.429  |  3.714     |  8.3
3MmHmJXr8Ltk_Z5EGE4KUw  |  Nov  |  3.455  |  3.727     |  7.9
3MmHmJXr8Ltk_Z5EGE4KUw  |  Dec  |  2.875  |  2.812     |  2.2
3MmHmJXr8Ltk_Z5EGE4KUw  |  Oct  |  2.833  |  3.167     |  11.8
3f-RP2-EE94eifGnepUBpg  |  Mar  |  4.412  |  3.412     |  22.7
3f-RP2-EE94eifGnepUBpg  |  Feb  |  3.923  |  3.692     |  5.9
3f-RP2-EE94eifGnepUBpg  |  Aug  |  4.643  |  3.714     |  20.0
3f-RP2-EE94eifGnepUBpg  |  Sep  |  4.263  |  3.842     |  9.9
3f-RP2-EE94eifGnepUBpg  |  Apr  |  4.250  |  3.875     |  8.8
3f-RP2-EE94eifGnepUBpg  |  Jun  |  4.478  |  4.391     |  1.9
3f-RP2-EE94eifGnepUBpg  |  Jul  |  4.667  |  3.278     |  29.8
3f-RP2-EE94eifGnepUBpg  |  Jan  |  4.118  |  4.235     |  2.9
3f-RP2-EE94eifGnepUBpg  |  May  |  4.333  |  3.583     |  17.3
3f-RP2-EE94eifGnepUBpg  |  Nov  |  4.083  |  3.833     |  6.1
3f-RP2-EE94eifGnepUBpg  |  Dec  |  4.571  |  3.714     |  18.8
3f-RP2-EE94eifGnepUBpg  |  Oct  |  4.750  |  4.250     |  10.5
DUdBbrvqfaqUe9GYKmYNtA  |  Mar  |  3.688  |  3.812     |  3.4
DUdBbrvqfaqUe9GYKmYNtA  |  Feb  |  3.538  |  3.417     |  3.4
DUdBbrvqfaqUe9GYKmYNtA  |  Aug  |  3.467  |  3.067     |  11.5
DUdBbrvqfaqUe9GYKmYNtA  |  Sep  |  3.120  |  3.417     |  9.5
DUdBbrvqfaqUe9GYKmYNtA  |  Apr  |  3.611  |  3.889     |  7.7
DUdBbrvqfaqUe9GYKmYNtA  |  Jun  |  3.250  |  3.333     |  2.6
DUdBbrvqfaqUe9GYKmYNtA  |  Jul  |  3.455  |  3.682     |  6.6
DUdBbrvqfaqUe9GYKmYNtA  |  Jan  |  3.750  |  3.125     |  16.7
DUdBbrvqfaqUe9GYKmYNtA  |  May  |  3.300  |  3.500     |  6.1
DUdBbrvqfaqUe9GYKmYNtA  |  Nov  |  2.733  |  3.000     |  9.8
DUdBbrvqfaqUe9GYKmYNtA  |  Dec  |  2.920  |  2.880     |  1.4
DUdBbrvqfaqUe9GYKmYNtA  |  Oct  |  3.350  |  3.600     |  7.5
adv1-kA6k2N4L-e4zULuNg  |  Mar  |  3.636  |  3.545     |  2.5
adv1-kA6k2N4L-e4zULuNg  |  Feb  |  3.300  |  3.300     |  0.0
adv1-kA6k2N4L-e4zULuNg  |  Aug  |  3.727  |  3.818     |  2.4
adv1-kA6k2N4L-e4zULuNg  |  Sep  |  3.700  |  3.500     |  5.4
adv1-kA6k2N4L-e4zULuNg  |  Apr  |  3.867  |  3.533     |  8.6
adv1-kA6k2N4L-e4zULuNg  |  Jun  |  4.000  |  3.529     |  11.8
adv1-kA6k2N4L-e4zULuNg  |  Jul  |  3.588  |  4.000     |  11.5
adv1-kA6k2N4L-e4zULuNg  |  Jan  |  4.000  |  3.778     |  5.6
adv1-kA6k2N4L-e4zULuNg  |  May  |  3.706  |  3.500     |  5.6
adv1-kA6k2N4L-e4zULuNg  |  Nov  |  3.857  |  3.692     |  4.3
adv1-kA6k2N4L-e4zULuNg  |  Dec  |  4.333  |  4.083     |  5.8
adv1-kA6k2N4L-e4zULuNg  |  Oct  |  4.000  |  4.000     |  0.0
ynK2ljcx5S1qSxouBrN5Xg  |  Mar  |  2.412  |  2.500     |  3.7
ynK2ljcx5S1qSxouBrN5Xg  |  Feb  |  2.647  |  3.059     |  15.6
ynK2ljcx5S1qSxouBrN5Xg  |  Aug  |  2.278  |  2.389     |  4.9
ynK2ljcx5S1qSxouBrN5Xg  |  Sep  |  2.700  |  2.900     |  7.4
ynK2ljcx5S1qSxouBrN5Xg  |  Apr  |  2.688  |  3.312     |  23.3
ynK2ljcx5S1qSxouBrN5Xg  |  Jun  |  2.667  |  2.833     |  6.2
ynK2ljcx5S1qSxouBrN5Xg  |  Jul  |  2.619  |  2.714     |  3.6
ynK2ljcx5S1qSxouBrN5Xg  |  Jan  |  2.571  |  2.643     |  2.8
ynK2ljcx5S1qSxouBrN5Xg  |  May  |  2.286  |  2.286     |  0.0
ynK2ljcx5S1qSxouBrN5Xg  |  Nov  |  2.722  |  2.824     |  3.7
ynK2ljcx5S1qSxouBrN5Xg  |  Dec  |  2.556  |  2.556     |  0.0
ynK2ljcx5S1qSxouBrN5Xg  |  Oct  |  2.812  |  2.938     |  4.4
SDwYQ6eSu1htn8vHWv128g  |  Mar  |  4.474  |  3.722     |  16.8
SDwYQ6eSu1htn8vHWv128g  |  Feb  |  4.348  |  4.217     |  3.0
SDwYQ6eSu1htn8vHWv128g  |  Aug  |  4.577  |  3.640     |  20.5
SDwYQ6eSu1htn8vHWv128g  |  Sep  |  4.308  |  4.077     |  5.4
SDwYQ6eSu1htn8vHWv128g  |  Apr  |  4.778  |  3.833     |  19.8
SDwYQ6eSu1htn8vHWv128g  |  Jun  |  4.000  |  3.650     |  8.8
SDwYQ6eSu1htn8vHWv128g  |  Jul  |  4.700  |  3.900     |  17.0
SDwYQ6eSu1htn8vHWv128g  |  Jan  |  4.500  |  4.158     |  7.6
SDwYQ6eSu1htn8vHWv128g  |  May  |  4.526  |  3.882     |  14.2
SDwYQ6eSu1htn8vHWv128g  |  Nov  |  4.833  |  4.333     |  10.3
SDwYQ6eSu1htn8vHWv128g  |  Dec  |  4.333  |  4.167     |  3.8
SDwYQ6eSu1htn8vHWv128g  |  Oct  |  4.444  |  3.667     |  17.5
TWD8c5-P7w9v-2KX_GSNZQ  |  Mar  |  3.542  |  3.375     |  4.7
TWD8c5-P7w9v-2KX_GSNZQ  |  Feb  |  3.222  |  2.944     |  8.6
TWD8c5-P7w9v-2KX_GSNZQ  |  Aug  |  3.556  |  3.333     |  6.3
TWD8c5-P7w9v-2KX_GSNZQ  |  Sep  |  3.381  |  3.429     |  1.4
TWD8c5-P7w9v-2KX_GSNZQ  |  Apr  |  3.158  |  2.789     |  11.7
TWD8c5-P7w9v-2KX_GSNZQ  |  Jun  |  2.517  |  2.500     |  0.7
TWD8c5-P7w9v-2KX_GSNZQ  |  Jul  |  3.308  |  2.946     |  10.9
TWD8c5-P7w9v-2KX_GSNZQ  |  Jan  |  3.900  |  3.400     |  12.8
TWD8c5-P7w9v-2KX_GSNZQ  |  May  |  3.115  |  3.308     |  6.2
TWD8c5-P7w9v-2KX_GSNZQ  |  Nov  |  3.318  |  3.227     |  2.7
TWD8c5-P7w9v-2KX_GSNZQ  |  Dec  |  3.611  |  3.294     |  8.8
TWD8c5-P7w9v-2KX_GSNZQ  |  Oct  |  3.286  |  3.286     |  0.0
tqu42L0qXzkvYKSruOz0IA  |  Mar  |  4.375  |  3.312     |  24.3
tqu42L0qXzkvYKSruOz0IA  |  Feb  |  3.947  |  3.895     |  1.3
tqu42L0qXzkvYKSruOz0IA  |  Aug  |  3.842  |  4.158     |  8.2
tqu42L0qXzkvYKSruOz0IA  |  Sep  |  3.947  |  3.632     |  8.0
tqu42L0qXzkvYKSruOz0IA  |  Apr  |  4.357  |  4.357     |  0.0
tqu42L0qXzkvYKSruOz0IA  |  Jun  |  4.333  |  4.000     |  7.7
tqu42L0qXzkvYKSruOz0IA  |  Jul  |  3.824  |  3.588     |  6.2
tqu42L0qXzkvYKSruOz0IA  |  Jan  |  3.636  |  3.545     |  2.5
tqu42L0qXzkvYKSruOz0IA  |  May  |  4.042  |  3.917     |  3.1
tqu42L0qXzkvYKSruOz0IA  |  Nov  |  4.200  |  3.700     |  11.9
tqu42L0qXzkvYKSruOz0IA  |  Dec  |  4.000  |  3.269     |  18.3
tqu42L0qXzkvYKSruOz0IA  |  Oct  |  4.111  |  3.593     |  12.6
HyfFenprdpIA4rmKu6DW3g  |  Mar  |  4.556  |  3.944     |  13.4
HyfFenprdpIA4rmKu6DW3g  |  Feb  |  4.769  |  3.692     |  22.6
HyfFenprdpIA4rmKu6DW3g  |  Aug  |  4.235  |  3.765     |  11.1
HyfFenprdpIA4rmKu6DW3g  |  Sep  |  4.400  |  3.767     |  14.4
HyfFenprdpIA4rmKu6DW3g  |  Apr  |  4.312  |  4.125     |  4.3
HyfFenprdpIA4rmKu6DW3g  |  Jun  |  4.528  |  4.194     |  7.4
HyfFenprdpIA4rmKu6DW3g  |  Jul  |  4.419  |  3.903     |  11.7
HyfFenprdpIA4rmKu6DW3g  |  Jan  |  4.114  |  3.857     |  6.3
HyfFenprdpIA4rmKu6DW3g  |  May  |  4.333  |  3.619     |  16.5
HyfFenprdpIA4rmKu6DW3g  |  Nov  |  4.333  |  4.556     |  5.1
HyfFenprdpIA4rmKu6DW3g  |  Dec  |  4.586  |  4.172     |  9.0
HyfFenprdpIA4rmKu6DW3g  |  Oct  |  4.579  |  3.811     |  16.8
vxxMqBaAHuWdx4impsLSSA  |  Mar  |  3.500  |  3.714     |  6.1
vxxMqBaAHuWdx4impsLSSA  |  Feb  |  2.667  |  2.467     |  7.5
vxxMqBaAHuWdx4impsLSSA  |  Aug  |  3.800  |  2.900     |  23.7
vxxMqBaAHuWdx4impsLSSA  |  Sep  |  3.333  |  3.111     |  6.7
vxxMqBaAHuWdx4impsLSSA  |  Apr  |  3.150  |  2.850     |  9.5
vxxMqBaAHuWdx4impsLSSA  |  Jun  |  2.944  |  3.111     |  5.7
vxxMqBaAHuWdx4impsLSSA  |  Jul  |  3.467  |  3.600     |  3.8
vxxMqBaAHuWdx4impsLSSA  |  Jan  |  3.812  |  2.933     |  23.1
vxxMqBaAHuWdx4impsLSSA  |  May  |  3.500  |  3.571     |  2.0
vxxMqBaAHuWdx4impsLSSA  |  Nov  |  3.900  |  3.700     |  5.1
vxxMqBaAHuWdx4impsLSSA  |  Dec  |  3.667  |  4.333     |  18.2
vxxMqBaAHuWdx4impsLSSA  |  Oct  |  4.154  |  3.923     |  5.6
_CHH9KN1bO5cs_GHjQ-r1A  |  Mar  |  3.192  |  3.192     |  0.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Feb  |  3.526  |  3.421     |  3.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Aug  |  4.000  |  3.000     |  25.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Sep  |  5.000  |  2.000     |  60.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Apr  |  4.750  |  4.750     |  0.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Jan  |  4.074  |  3.556     |  12.7
_CHH9KN1bO5cs_GHjQ-r1A  |  May  |  5.000  |  3.500     |  30.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Dec  |  4.000  |  3.000     |  25.0
_CHH9KN1bO5cs_GHjQ-r1A  |  Oct  |  4.500  |  2.000     |  55.6
RhbOa-Ft3sZB4B_1j5LfyA  |  Mar  |  4.676  |  3.946     |  15.6
RhbOa-Ft3sZB4B_1j5LfyA  |  Feb  |  4.487  |  3.795     |  15.4
RhbOa-Ft3sZB4B_1j5LfyA  |  Aug  |  4.278  |  3.537     |  17.3
RhbOa-Ft3sZB4B_1j5LfyA  |  Sep  |  4.552  |  3.897     |  14.4
RhbOa-Ft3sZB4B_1j5LfyA  |  Apr  |  4.635  |  4.000     |  13.7
RhbOa-Ft3sZB4B_1j5LfyA  |  Jun  |  4.429  |  3.804     |  14.1
RhbOa-Ft3sZB4B_1j5LfyA  |  Jul  |  4.369  |  3.862     |  11.6
RhbOa-Ft3sZB4B_1j5LfyA  |  Jan  |  4.719  |  4.156     |  11.9
RhbOa-Ft3sZB4B_1j5LfyA  |  May  |  4.644  |  4.222     |  9.1
RhbOa-Ft3sZB4B_1j5LfyA  |  Nov  |  4.547  |  4.057     |  10.8
RhbOa-Ft3sZB4B_1j5LfyA  |  Dec  |  4.410  |  3.918     |  11.2
RhbOa-Ft3sZB4B_1j5LfyA  |  Oct  |  4.574  |  4.017     |  12.2
3fV9sL5LklD9ZSeONKmjkw  |  Mar  |  3.312  |  3.125     |  5.7
3fV9sL5LklD9ZSeONKmjkw  |  Feb  |  2.857  |  2.286     |  20.0
3fV9sL5LklD9ZSeONKmjkw  |  Aug  |  3.250  |  3.250     |  0.0
3fV9sL5LklD9ZSeONKmjkw  |  Sep  |  3.556  |  3.778     |  6.3
3fV9sL5LklD9ZSeONKmjkw  |  Apr  |  3.250  |  3.000     |  7.7
3fV9sL5LklD9ZSeONKmjkw  |  Jun  |  3.375  |  2.812     |  16.7
3fV9sL5LklD9ZSeONKmjkw  |  Jul  |  3.353  |  2.765     |  17.5
3fV9sL5LklD9ZSeONKmjkw  |  Jan  |  3.556  |  3.667     |  3.1
3fV9sL5LklD9ZSeONKmjkw  |  May  |  3.538  |  3.615     |  2.2
3fV9sL5LklD9ZSeONKmjkw  |  Nov  |  3.143  |  2.857     |  9.1
3fV9sL5LklD9ZSeONKmjkw  |  Dec  |  3.300  |  3.500     |  6.1
3fV9sL5LklD9ZSeONKmjkw  |  Oct  |  2.545  |  2.273     |  10.7
eq6lQI039SBLC6sHm3idGA  |  Mar  |  4.143  |  3.886     |  6.2
eq6lQI039SBLC6sHm3idGA  |  Feb  |  3.949  |  3.487     |  11.7
eq6lQI039SBLC6sHm3idGA  |  Aug  |  4.176  |  3.840     |  8.1
eq6lQI039SBLC6sHm3idGA  |  Sep  |  4.243  |  3.514     |  17.2
